?"County","CountyCode","Year","Total","Male","Female"
"Masculin","Alba","2005","8.8","7.3","5.6"
"Masculin","Alba","2006","7.3","5.6","7.1"
"Masculin","Alba","2007","5.6","7.1","13.8"
"Masculin","Alba","2008","7.1","13.8","10.9"
"Masculin","Alba","2009","13.8","10.9","8.4"
"Masculin","Alba","2010","10.9","8.4","8.8"
"Masculin","Alba","2011","8.4","8.8","10.1"
"Masculin","Alba","2012","8.8","10.1","7.7"
"Masculin","Alba","2013","10.1","7.7","5.8"
"Masculin","Alba","2014","7.7","5.8","5.3"
"Masculin","Alba","2015","5.8","5.3","3.8"
"Masculin","Alba","2016","5.3","3.8","3.4"
"Masculin","Alba","2017","3.8","3.4","3.1"
"Masculin","Alba","2018","3.4","3.1","3.6"
"Masculin","Alba","2019","3.1","3.6","3.3"
"Masculin","Alba","2020","3.6","3.3","3.6"
"Masculin","Alba","2021","3.3","3.6","undefined"
"Masculin","Alba","2022","3.6","undefined","undefined"
"Masculin","Brasov","2000","9.7","7.5","10.5"
"Masculin","Brasov","2001","7.5","10.5","10.1"
"Masculin","Brasov","2002","10.5","10.1","10.9"
"Masculin","Brasov","2003","10.1","10.9","8.6"
"Masculin","Brasov","2004","10.9","8.6","6.4"
"Masculin","Brasov","2005","8.6","6.4","5.1"
"Masculin","Brasov","2006","6.4","5.1","3.9"
"Masculin","Brasov","2007","5.1","3.9","8.5"
"Masculin","Brasov","2008","3.9","8.5","7.3"
"Masculin","Brasov","2009","8.5","7.3","5.1"
"Masculin","Brasov","2010","7.3","5.1","4.8"
"Masculin","Brasov","2011","5.1","4.8","4.7"
"Masculin","Brasov","2012","4.8","4.7","4.5"
"Masculin","Brasov","2013","4.7","4.5","3.8"
"Masculin","Brasov","2014","4.5","3.8","3.6"
"Masculin","Brasov","2015","3.8","3.6","2.9"
"Masculin","Brasov","2016","3.6","2.9","2.1"
"Masculin","Brasov","2017","2.9","2.1","1.9"
"Masculin","Brasov","2018","2.1","1.9","2.4"
"Masculin","Brasov","2019","1.9","2.4","1.9"
"Masculin","Brasov","2020","2.4","1.9","2.1"
"Masculin","Brasov","2021","1.9","2.1","undefined"
"Masculin","Brasov","2022","2.1","undefined","undefined"
"Masculin","Covasna","2000","11.8","11.4","10.7"
"Masculin","Covasna","2001","11.4","10.7","9.2"
"Masculin","Covasna","2002","10.7","9.2","9.7"
"Masculin","Covasna","2003","9.2","9.7","10.5"
"Masculin","Covasna","2004","9.7","10.5","8.2"
"Masculin","Covasna","2005","10.5","8.2","8"
"Masculin","Covasna","2006","8.2","8","8.2"
"Masculin","Covasna","2007","8","8.2","13.1"
"Masculin","Covasna","2008","8.2","13.1","11.1"
"Masculin","Covasna","2009","13.1","11.1","9.6"
"Masculin","Covasna","2010","11.1","9.6","8.8"
"Masculin","Covasna","2011","9.6","8.8","8.4"
"Masculin","Covasna","2012","8.8","8.4","7.2"
"Masculin","Covasna","2013","8.4","7.2","6.4"
"Masculin","Covasna","2014","7.2","6.4","5.8"
"Masculin","Covasna","2015","6.4","5.8","4.6"
"Masculin","Covasna","2016","5.8","4.6","3.8"
"Masculin","Covasna","2017","4.6","3.8","3.5"
"Masculin","Covasna","2018","3.8","3.5","4.9"
"Masculin","Covasna","2019","3.5","4.9","3.9"
"Masculin","Covasna","2020","4.9","3.9","3.9"
"Masculin","Covasna","2021","3.9","3.9","undefined"
"Masculin","Covasna","2022","3.9","undefined","undefined"
"Masculin","Harghita","2000","11.2","10.1","8.7"
"Masculin","Harghita","2001","10.1","8.7","8"
"Masculin","Harghita","2002","8.7","8","8"
"Masculin","Harghita","2003","8","8","9.8"
"Masculin","Harghita","2004","8","9.8","8.4"
"Masculin","Harghita","2005","9.8","8.4","5.3"
"Masculin","Harghita","2006","8.4","5.3","6.7"
"Masculin","Harghita","2007","5.3","6.7","11.5"
"Masculin","Harghita","2008","6.7","11.5","9.1"
"Masculin","Harghita","2009","11.5","9.1","6.8"
"Masculin","Harghita","2010","9.1","6.8","7.9"
"Masculin","Harghita","2011","6.8","7.9","7.3"
"Masculin","Harghita","2012","7.9","7.3","6.2"
"Masculin","Harghita","2013","7.3","6.2","5.7"
"Masculin","Harghita","2014","6.2","5.7","5.9"
"Masculin","Harghita","2015","5.7","5.9","5.1"
"Masculin","Harghita","2016","5.9","5.1","4.3"
"Masculin","Harghita","2017","5.1","4.3","3.8"
"Masculin","Harghita","2018","4.3","3.8","3.9"
"Masculin","Harghita","2019","3.8","3.9","3.7"
"Masculin","Harghita","2020","3.9","3.7","4.2"
"Masculin","Harghita","2021","3.7","4.2","undefined"
"Masculin","Harghita","2022","4.2","undefined","undefined"
"Masculin","Mures","2000","7.8","6.8","7.6"
"Masculin","Mures","2001","6.8","7.6","7.2"
"Masculin","Mures","2002","7.6","7.2","4.6"
"Masculin","Mures","2003","7.2","4.6","4.9"
"Masculin","Mures","2004","4.6","4.9","5.6"
"Masculin","Mures","2005","4.9","5.6","4.4"
"Masculin","Mures","2006","5.6","4.4","4.7"
"Masculin","Mures","2007","4.4","4.7","8.4"
"Masculin","Mures","2008","4.7","8.4","8.4"
"Masculin","Mures","2009","8.4","8.4","6.3"
"Masculin","Mures","2010","8.4","6.3","6.5"
"Masculin","Mures","2011","6.3","6.5","5.8"
"Masculin","Mures","2012","6.5","5.8","6.3"
"Masculin","Mures","2013","5.8","6.3","5.1"
"Masculin","Mures","2014","6.3","5.1","4.9"
"Masculin","Mures","2015","5.1","4.9","4.4"
"Masculin","Mures","2016","4.9","4.4","3.2"
"Masculin","Mures","2017","4.4","3.2","2.7"
"Masculin","Mures","2018","3.2","2.7","2.5"
"Masculin","Mures","2019","2.7","2.5","2.3"
"Masculin","Mures","2020","2.5","2.3","2.9"
"Masculin","Mures","2021","2.3","2.9","undefined"
"Masculin","Mures","2022","2.9","undefined","undefined"
"Masculin","Sibiu","2000","10.7","8.6","7.2"
"Masculin","Sibiu","2001","8.6","7.2","7"
"Masculin","Sibiu","2002","7.2","7","6.5"
"Masculin","Sibiu","2003","7","6.5","6.5"
"Masculin","Sibiu","2004","6.5","6.5","5.5"
"Masculin","Sibiu","2005","6.5","5.5","3.1"
"Masculin","Sibiu","2006","5.5","3.1","3.1"
"Masculin","Sibiu","2007","3.1","3.1","8.7"
"Masculin","Sibiu","2008","3.1","8.7","6.3"
"Masculin","Sibiu","2009","8.7","6.3","4.4"
"Masculin","Sibiu","2010","6.3","4.4","4.9"
"Masculin","Sibiu","2011","4.4","4.9","5.2"
"Masculin","Sibiu","2012","4.9","5.2","5.1"
"Masculin","Sibiu","2013","5.2","5.1","3.9"
"Masculin","Sibiu","2014","5.1","3.9","3.6"
"Masculin","Sibiu","2015","3.9","3.6","2.5"
"Masculin","Sibiu","2016","3.6","2.5","1.8"
"Masculin","Sibiu","2017","2.5","1.8","1.7"
"Masculin","Sibiu","2018","1.8","1.7","2.5"
"Masculin","Sibiu","2019","1.7","2.5","2"
"Masculin","Sibiu","2020","2.5","2","2.2"
"Masculin","Sibiu","2021","2","2.2","undefined"
"Masculin","Sibiu","2022","2.2","undefined","undefined"
"Masculin","Bacau","2000","10.4","8.5","10"
"Masculin","Bacau","2001","8.5","10","7.1"
"Masculin","Bacau","2002","10","7.1","8.2"
"Masculin","Bacau","2003","7.1","8.2","7.5"
"Masculin","Bacau","2004","8.2","7.5","6.4"
"Masculin","Bacau","2005","7.5","6.4","4.5"
"Masculin","Bacau","2006","6.4","4.5","5.3"
"Masculin","Bacau","2007","4.5","5.3","10"
"Masculin","Bacau","2008","5.3","10","8.6"
"Masculin","Bacau","2009","10","8.6","6.4"
"Masculin","Bacau","2010","8.6","6.4","7.1"
"Masculin","Bacau","2011","6.4","7.1","8.1"
"Masculin","Bacau","2012","7.1","8.1","7.8"
"Masculin","Bacau","2013","8.1","7.8","7.3"
"Masculin","Bacau","2014","7.8","7.3","7.5"
"Masculin","Bacau","2015","7.3","7.5","7.2"
"Masculin","Bacau","2016","7.5","7.2","6.2"
"Masculin","Bacau","2017","7.2","6.2","5.5"
"Masculin","Bacau","2018","6.2","5.5","5.5"
"Masculin","Bacau","2019","5.5","5.5","3.7"
"Masculin","Bacau","2020","5.5","3.7","2.7"
"Masculin","Bacau","2021","3.7","2.7","undefined"
"Masculin","Bacau","2022","2.7","undefined","undefined"
"Masculin","Botosani","2000","19.3","15","13.6"
"Masculin","Botosani","2001","15","13.6","12.6"
"Masculin","Botosani","2002","13.6","12.6","10.8"
"Masculin","Botosani","2003","12.6","10.8","8"
"Masculin","Botosani","2004","10.8","8","7.2"
"Masculin","Botosani","2005","8","7.2","4.8"
"Masculin","Botosani","2006","7.2","4.8","4"
"Masculin","Botosani","2007","4.8","4","9"
"Masculin","Botosani","2008","4","9","8"
"Masculin","Botosani","2009","9","8","4.6"
"Masculin","Botosani","2010","8","4.6","5.5"
"Masculin","Botosani","2011","4.6","5.5","6.6"
"Masculin","Botosani","2012","5.5","6.6","6.1"
"Masculin","Botosani","2013","6.6","6.1","5.8"
"Masculin","Botosani","2014","6.1","5.8","6.9"
"Masculin","Botosani","2015","5.8","6.9","4.1"
"Masculin","Botosani","2016","6.9","4.1","3.6"
"Masculin","Botosani","2017","4.1","3.6","2.8"
"Masculin","Botosani","2018","3.6","2.8","2.9"
"Masculin","Botosani","2019","2.8","2.9","2.7"
"Masculin","Botosani","2020","2.9","2.7","3"
"Masculin","Botosani","2021","2.7","3","undefined"
"Masculin","Botosani","2022","3","undefined","undefined"
"Masculin","Iasi","2000","11.8","9.7","9.7"
"Masculin","Iasi","2001","9.7","9.7","11.6"
"Masculin","Iasi","2002","9.7","11.6","9.1"
"Masculin","Iasi","2003","11.6","9.1","8.8"
"Masculin","Iasi","2004","9.1","8.8","8.1"
"Masculin","Iasi","2005","8.8","8.1","6.4"
"Masculin","Iasi","2006","8.1","6.4","5.7"
"Masculin","Iasi","2007","6.4","5.7","8.3"
"Masculin","Iasi","2008","5.7","8.3","7.8"
"Masculin","Iasi","2009","8.3","7.8","6"
"Masculin","Iasi","2010","7.8","6","5.8"
"Masculin","Iasi","2011","6","5.8","5.9"
"Masculin","Iasi","2012","5.8","5.9","5.7"
"Masculin","Iasi","2013","5.9","5.7","4.9"
"Masculin","Iasi","2014","5.7","4.9","5"
"Masculin","Iasi","2015","4.9","5","4.3"
"Masculin","Iasi","2016","5","4.3","3.2"
"Masculin","Iasi","2017","4.3","3.2","2.8"
"Masculin","Iasi","2018","3.2","2.8","3.1"
"Masculin","Iasi","2019","2.8","3.1","3.1"
"Masculin","Iasi","2020","3.1","3.1","3.1"
"Masculin","Iasi","2021","3.1","3.1","undefined"
"Masculin","Iasi","2022","3.1","undefined","undefined"
"Masculin","Neamt","2000","16.3","14.8","11.2"
"Masculin","Neamt","2001","14.8","11.2","9.4"
"Masculin","Neamt","2002","11.2","9.4","8.5"
"Masculin","Neamt","2003","9.4","8.5","6.5"
"Masculin","Neamt","2004","8.5","6.5","5.6"
"Masculin","Neamt","2005","6.5","5.6","3.8"
"Masculin","Neamt","2006","5.6","3.8","4.1"
"Masculin","Neamt","2007","3.8","4.1","9"
"Masculin","Neamt","2008","4.1","9","8.5"
"Masculin","Neamt","2009","9","8.5","5.6"
"Masculin","Neamt","2010","8.5","5.6","6.1"
"Masculin","Neamt","2011","5.6","6.1","7.1"
"Masculin","Neamt","2012","6.1","7.1","6.8"
"Masculin","Neamt","2013","7.1","6.8","6.8"
"Masculin","Neamt","2014","6.8","6.8","6.6"
"Masculin","Neamt","2015","6.8","6.6","5.4"
"Masculin","Neamt","2016","6.6","5.4","4.9"
"Masculin","Neamt","2017","5.4","4.9","4.3"
"Masculin","Neamt","2018","4.9","4.3","4.8"
"Masculin","Neamt","2019","4.3","4.8","4.3"
"Masculin","Neamt","2020","4.8","4.3","4"
"Masculin","Neamt","2021","4.3","4","undefined"
"Masculin","Neamt","2022","4","undefined","undefined"
"Masculin","Suceava","2000","11.9","8.7","10.8"
"Masculin","Suceava","2001","8.7","10.8","8.1"
"Masculin","Suceava","2002","10.8","8.1","8.6"
"Masculin","Suceava","2003","8.1","8.6","6.7"
"Masculin","Suceava","2004","8.6","6.7","5.2"
"Masculin","Suceava","2005","6.7","5.2","4"
"Masculin","Suceava","2006","5.2","4","4.7"
"Masculin","Suceava","2007","4","4.7","8.8"
"Masculin","Suceava","2008","4.7","8.8","8"
"Masculin","Suceava","2009","8.8","8","5.2"
"Masculin","Suceava","2010","8","5.2","6.2"
"Masculin","Suceava","2011","5.2","6.2","7.1"
"Masculin","Suceava","2012","6.2","7.1","7.4"
"Masculin","Suceava","2013","7.1","7.4","7"
"Masculin","Suceava","2014","7.4","7","6.7"
"Masculin","Suceava","2015","7","6.7","5.8"
"Masculin","Suceava","2016","6.7","5.8","5.3"
"Masculin","Suceava","2017","5.8","5.3","4.9"
"Masculin","Suceava","2018","5.3","4.9","5"
"Masculin","Suceava","2019","4.9","5","5.5"
"Masculin","Suceava","2020","5","5.5","5.7"
"Masculin","Suceava","2021","5.5","5.7","undefined"
"Masculin","Suceava","2022","5.7","undefined","undefined"
"Masculin","Vaslui","2000","18","16.5","20.2"
"Masculin","Vaslui","2001","16.5","20.2","15.5"
"Masculin","Vaslui","2002","20.2","15.5","13.6"
"Masculin","Vaslui","2003","15.5","13.6","13.2"
"Masculin","Vaslui","2004","13.6","13.2","14.7"
"Masculin","Vaslui","2005","13.2","14.7","12.3"
"Masculin","Vaslui","2006","14.7","12.3","12.6"
"Masculin","Vaslui","2007","12.3","12.6","17"
"Masculin","Vaslui","2008","12.6","17","15.2"
"Masculin","Vaslui","2009","17","15.2","12.5"
"Masculin","Vaslui","2010","15.2","12.5","12.9"
"Masculin","Vaslui","2011","12.5","12.9","13.7"
"Masculin","Vaslui","2012","12.9","13.7","14.4"
"Masculin","Vaslui","2013","13.7","14.4","14"
"Masculin","Vaslui","2014","14.4","14","14.8"
"Masculin","Vaslui","2015","14","14.8","12.4"
"Masculin","Vaslui","2016","14.8","12.4","10"
"Masculin","Vaslui","2017","12.4","10","8.7"
"Masculin","Vaslui","2018","10","8.7","8.3"
"Masculin","Vaslui","2019","8.7","8.3","9.7"
"Masculin","Vaslui","2020","8.3","9.7","9.3"
"Masculin","Vaslui","2021","9.7","9.3","undefined"
"Masculin","Vaslui","2022","9.3","undefined","undefined"
"Masculin","Braila","2000","19.2","14.1","12.3"
"Masculin","Braila","2001","14.1","12.3","10.3"
"Masculin","Braila","2002","12.3","10.3","10.9"
"Masculin","Braila","2003","10.3","10.9","8.6"
"Masculin","Braila","2004","10.9","8.6","7.1"
"Masculin","Braila","2005","8.6","7.1","4.8"
"Masculin","Braila","2006","7.1","4.8","5"
"Masculin","Braila","2007","4.8","5","9.4"
"Masculin","Braila","2008","5","9.4","10.2"
"Masculin","Braila","2009","9.4","10.2","6.6"
"Masculin","Braila","2010","10.2","6.6","7.6"
"Masculin","Braila","2011","6.6","7.6","8.4"
"Masculin","Braila","2012","7.6","8.4","8.7"
"Masculin","Braila","2013","8.4","8.7","8.4"
"Masculin","Braila","2014","8.7","8.4","8"
"Masculin","Braila","2015","8.4","8","5.7"
"Masculin","Braila","2016","8","5.7","4.3"
"Masculin","Braila","2017","5.7","4.3","3.9"
"Masculin","Braila","2018","4.3","3.9","4.5"
"Masculin","Braila","2019","3.9","4.5","3.6"
"Masculin","Braila","2020","4.5","3.6","3.3"
"Masculin","Braila","2021","3.6","3.3","undefined"
"Masculin","Braila","2022","3.3","undefined","undefined"
"Masculin","Buzau","2000","14.1","13.6","11.1"
"Masculin","Buzau","2001","13.6","11.1","8.2"
"Masculin","Buzau","2002","11.1","8.2","7.4"
"Masculin","Buzau","2003","8.2","7.4","8.4"
"Masculin","Buzau","2004","7.4","8.4","8.6"
"Masculin","Buzau","2005","8.4","8.6","5.8"
"Masculin","Buzau","2006","8.6","5.8","5.8"
"Masculin","Buzau","2007","5.8","5.8","10.2"
"Masculin","Buzau","2008","5.8","10.2","11"
"Masculin","Buzau","2009","10.2","11","9.1"
"Masculin","Buzau","2010","11","9.1","9.4"
"Masculin","Buzau","2011","9.1","9.4","10.2"
"Masculin","Buzau","2012","9.4","10.2","11.5"
"Masculin","Buzau","2013","10.2","11.5","11.5"
"Masculin","Buzau","2014","11.5","11.5","11.1"
"Masculin","Buzau","2015","11.5","11.1","9.9"
"Masculin","Buzau","2016","11.1","9.9","8.2"
"Masculin","Buzau","2017","9.9","8.2","7.3"
"Masculin","Buzau","2018","8.2","7.3","8.6"
"Masculin","Buzau","2019","7.3","8.6","6"
"Masculin","Buzau","2020","8.6","6","5.4"
"Masculin","Buzau","2021","6","5.4","undefined"
"Masculin","Buzau","2022","5.4","undefined","undefined"
"Masculin","Constanta","2000","7.8","6.8","7.9"
"Masculin","Constanta","2001","6.8","7.9","6.2"
"Masculin","Constanta","2002","7.9","6.2","4.9"
"Masculin","Constanta","2003","6.2","4.9","4.7"
"Masculin","Constanta","2004","4.9","4.7","3.3"
"Masculin","Constanta","2005","4.7","3.3","2.3"
"Masculin","Constanta","2006","3.3","2.3","1.8"
"Masculin","Constanta","2007","2.3","1.8","5.1"
"Masculin","Constanta","2008","1.8","5.1","4.7"
"Masculin","Constanta","2009","5.1","4.7","3.5"
"Masculin","Constanta","2010","4.7","3.5","3.7"
"Masculin","Constanta","2011","3.5","3.7","3.5"
"Masculin","Constanta","2012","3.7","3.5","3.2"
"Masculin","Constanta","2013","3.5","3.2","2.7"
"Masculin","Constanta","2014","3.2","2.7","2.9"
"Masculin","Constanta","2015","2.7","2.9","2.2"
"Masculin","Constanta","2016","2.9","2.2","1.9"
"Masculin","Constanta","2017","2.2","1.9","1.7"
"Masculin","Constanta","2018","1.9","1.7","2.1"
"Masculin","Constanta","2019","1.7","2.1","1.6"
"Masculin","Constanta","2020","2.1","1.6","1.5"
"Masculin","Constanta","2021","1.6","1.5","undefined"
"Masculin","Constanta","2022","1.5","undefined","undefined"
"Masculin","Galati","2000","11.2","9.8","16.4"
"Masculin","Galati","2001","9.8","16.4","11.7"
"Masculin","Galati","2002","16.4","11.7","10.6"
"Masculin","Galati","2003","11.7","10.6","8.8"
"Masculin","Galati","2004","10.6","8.8","7.8"
"Masculin","Galati","2005","8.8","7.8","5.8"
"Masculin","Galati","2006","7.8","5.8","6.8"
"Masculin","Galati","2007","5.8","6.8","12.4"
"Masculin","Galati","2008","6.8","12.4","11.4"
"Masculin","Galati","2009","12.4","11.4","8.6"
"Masculin","Galati","2010","11.4","8.6","10"
"Masculin","Galati","2011","8.6","10","10.3"
"Masculin","Galati","2012","10","10.3","10.6"
"Masculin","Galati","2013","10.3","10.6","9.7"
"Masculin","Galati","2014","10.6","9.7","10.5"
"Masculin","Galati","2015","9.7","10.5","8.5"
"Masculin","Galati","2016","10.5","8.5","6.6"
"Masculin","Galati","2017","8.5","6.6","5.8"
"Masculin","Galati","2018","6.6","5.8","6.7"
"Masculin","Galati","2019","5.8","6.7","6.4"
"Masculin","Galati","2020","6.7","6.4","6"
"Masculin","Galati","2021","6.4","6","undefined"
"Masculin","Galati","2022","6","undefined","undefined"
"Masculin","Tulcea","2000","12","10.3","10.9"
"Masculin","Tulcea","2001","10.3","10.9","10.1"
"Masculin","Tulcea","2002","10.9","10.1","6.3"
"Masculin","Tulcea","2003","10.1","6.3","7"
"Masculin","Tulcea","2004","6.3","7","5.6"
"Masculin","Tulcea","2005","7","5.6","4.2"
"Masculin","Tulcea","2006","5.6","4.2","4.7"
"Masculin","Tulcea","2007","4.2","4.7","9.3"
"Masculin","Tulcea","2008","4.7","9.3","8.7"
"Masculin","Tulcea","2009","9.3","8.7","6.1"
"Masculin","Tulcea","2010","8.7","6.1","6.4"
"Masculin","Tulcea","2011","6.1","6.4","6.6"
"Masculin","Tulcea","2012","6.4","6.6","6.2"
"Masculin","Tulcea","2013","6.6","6.2","6.3"
"Masculin","Tulcea","2014","6.2","6.3","6.2"
"Masculin","Tulcea","2015","6.3","6.2","5.5"
"Masculin","Tulcea","2016","6.2","5.5","4"
"Masculin","Tulcea","2017","5.5","4","3.4"
"Masculin","Tulcea","2018","4","3.4","3"
"Masculin","Tulcea","2019","3.4","3","3"
"Masculin","Tulcea","2020","3","3","3.9"
"Masculin","Tulcea","2021","3","3.9","undefined"
"Masculin","Tulcea","2022","3.9","undefined","undefined"
"Masculin","Vrancea","2000","7.7","6.7","7.6"
"Masculin","Vrancea","2001","6.7","7.6","7.2"
"Masculin","Vrancea","2002","7.6","7.2","5.4"
"Masculin","Vrancea","2003","7.2","5.4","5"
"Masculin","Vrancea","2004","5.4","5","5.3"
"Masculin","Vrancea","2005","5","5.3","4.5"
"Masculin","Vrancea","2006","5.3","4.5","5.1"
"Masculin","Vrancea","2007","4.5","5.1","8.8"
"Masculin","Vrancea","2008","5.1","8.8","8.8"
"Masculin","Vrancea","2009","8.8","8.8","6.3"
"Masculin","Vrancea","2010","8.8","6.3","6.5"
"Masculin","Vrancea","2011","6.3","6.5","6.9"
"Masculin","Vrancea","2012","6.5","6.9","7.2"
"Masculin","Vrancea","2013","6.9","7.2","6.4"
"Masculin","Vrancea","2014","7.2","6.4","6.5"
"Masculin","Vrancea","2015","6.4","6.5","5.7"
"Masculin","Vrancea","2016","6.5","5.7","4.4"
"Masculin","Vrancea","2017","5.7","4.4","3.9"
"Masculin","Vrancea","2018","4.4","3.9","4.5"
"Masculin","Vrancea","2019","3.9","4.5","4.9"
"Masculin","Vrancea","2020","4.5","4.9","4.5"
"Masculin","Vrancea","2021","4.9","4.5","undefined"
"Masculin","Vrancea","2022","4.5","undefined","undefined"
"Masculin","Arges","2000","7.2","6.8","6.8"
"Masculin","Arges","2001","6.8","6.8","6.6"
"Masculin","Arges","2002","6.8","6.6","6.9"
"Masculin","Arges","2003","6.6","6.9","5.3"
"Masculin","Arges","2004","6.9","5.3","6.7"
"Masculin","Arges","2005","5.3","6.7","4.9"
"Masculin","Arges","2006","6.7","4.9","4.7"
"Masculin","Arges","2007","4.9","4.7","10.1"
"Masculin","Arges","2008","4.7","10.1","8"
"Masculin","Arges","2009","10.1","8","6.1"
"Masculin","Arges","2010","8","6.1","6.6"
"Masculin","Arges","2011","6.1","6.6","7.5"
"Masculin","Arges","2012","6.6","7.5","6.4"
"Masculin","Arges","2013","7.5","6.4","5.6"
"Masculin","Arges","2014","6.4","5.6","5.3"
"Masculin","Arges","2015","5.6","5.3","4.2"
"Masculin","Arges","2016","5.3","4.2","3.4"
"Masculin","Arges","2017","4.2","3.4","3"
"Masculin","Arges","2018","3.4","3","3.6"
"Masculin","Arges","2019","3","3.6","3.4"
"Masculin","Arges","2020","3.6","3.4","3.4"
"Masculin","Arges","2021","3.4","3.4","undefined"
"Masculin","Arges","2022","3.4","undefined","undefined"
"Masculin","Calarasi","2000","15.3","14","14.4"
"Masculin","Calarasi","2001","14","14.4","9.8"
"Masculin","Calarasi","2002","14.4","9.8","11.3"
"Masculin","Calarasi","2003","9.8","11.3","10.9"
"Masculin","Calarasi","2004","11.3","10.9","8.5"
"Masculin","Calarasi","2005","10.9","8.5","5.3"
"Masculin","Calarasi","2006","8.5","5.3","6"
"Masculin","Calarasi","2007","5.3","6","11.8"
"Masculin","Calarasi","2008","6","11.8","10.6"
"Masculin","Calarasi","2009","11.8","10.6","7.5"
"Masculin","Calarasi","2010","10.6","7.5","8.7"
"Masculin","Calarasi","2011","7.5","8.7","10"
"Masculin","Calarasi","2012","8.7","10","10.1"
"Masculin","Calarasi","2013","10","10.1","8.2"
"Masculin","Calarasi","2014","10.1","8.2","8.7"
"Masculin","Calarasi","2015","8.2","8.7","5.3"
"Masculin","Calarasi","2016","8.7","5.3","4.4"
"Masculin","Calarasi","2017","5.3","4.4","3.6"
"Masculin","Calarasi","2018","4.4","3.6","4.3"
"Masculin","Calarasi","2019","3.6","4.3","3.7"
"Masculin","Calarasi","2020","4.3","3.7","4.6"
"Masculin","Calarasi","2021","3.7","4.6","undefined"
"Masculin","Calarasi","2022","4.6","undefined","undefined"
"Masculin","Dambovita","2000","11.3","9.5","9.3"
"Masculin","Dambovita","2001","9.5","9.3","6.6"
"Masculin","Dambovita","2002","9.3","6.6","7.3"
"Masculin","Dambovita","2003","6.6","7.3","8"
"Masculin","Dambovita","2004","7.3","8","6.7"
"Masculin","Dambovita","2005","8","6.7","5.3"
"Masculin","Dambovita","2006","6.7","5.3","5.4"
"Masculin","Dambovita","2007","5.3","5.4","9"
"Masculin","Dambovita","2008","5.4","9","8.9"
"Masculin","Dambovita","2009","9","8.9","6.5"
"Masculin","Dambovita","2010","8.9","6.5","7.6"
"Masculin","Dambovita","2011","6.5","7.6","8.5"
"Masculin","Dambovita","2012","7.6","8.5","8.3"
"Masculin","Dambovita","2013","8.5","8.3","7.2"
"Masculin","Dambovita","2014","8.3","7.2","6.9"
"Masculin","Dambovita","2015","7.2","6.9","5"
"Masculin","Dambovita","2016","6.9","5","3.8"
"Masculin","Dambovita","2017","5","3.8","3.1"
"Masculin","Dambovita","2018","3.8","3.1","2.8"
"Masculin","Dambovita","2019","3.1","2.8","2.4"
"Masculin","Dambovita","2020","2.8","2.4","2.4"
"Masculin","Dambovita","2021","2.4","2.4","undefined"
"Masculin","Dambovita","2022","2.4","undefined","undefined"
"Masculin","Giurgiu","2000","9.5","7.8","9"
"Masculin","Giurgiu","2001","7.8","9","8.7"
"Masculin","Giurgiu","2002","9","8.7","8.4"
"Masculin","Giurgiu","2003","8.7","8.4","6.5"
"Masculin","Giurgiu","2004","8.4","6.5","6.5"
"Masculin","Giurgiu","2005","6.5","6.5","4.7"
"Masculin","Giurgiu","2006","6.5","4.7","4.3"
"Masculin","Giurgiu","2007","4.7","4.3","8.3"
"Masculin","Giurgiu","2008","4.3","8.3","9.6"
"Masculin","Giurgiu","2009","8.3","9.6","6.2"
"Masculin","Giurgiu","2010","9.6","6.2","6.4"
"Masculin","Giurgiu","2011","6.2","6.4","6.8"
"Masculin","Giurgiu","2012","6.4","6.8","7.1"
"Masculin","Giurgiu","2013","6.8","7.1","6.6"
"Masculin","Giurgiu","2014","7.1","6.6","6"
"Masculin","Giurgiu","2015","6.6","6","3.3"
"Masculin","Giurgiu","2016","6","3.3","1.9"
"Masculin","Giurgiu","2017","3.3","1.9","1.8"
"Masculin","Giurgiu","2018","1.9","1.8","2.2"
"Masculin","Giurgiu","2019","1.8","2.2","2.6"
"Masculin","Giurgiu","2020","2.2","2.6","2.6"
"Masculin","Giurgiu","2021","2.6","2.6","undefined"
"Masculin","Giurgiu","2022","2.6","undefined","undefined"
"Masculin","Ialomita","2000","15","16.4","13.9"
"Masculin","Ialomita","2001","16.4","13.9","11.5"
"Masculin","Ialomita","2002","13.9","11.5","11.9"
"Masculin","Ialomita","2003","11.5","11.9","13.6"
"Masculin","Ialomita","2004","11.9","13.6","10.6"
"Masculin","Ialomita","2005","13.6","10.6","7.5"
"Masculin","Ialomita","2006","10.6","7.5","5.3"
"Masculin","Ialomita","2007","7.5","5.3","13.1"
"Masculin","Ialomita","2008","5.3","13.1","11.9"
"Masculin","Ialomita","2009","13.1","11.9","9"
"Masculin","Ialomita","2010","11.9","9","9.3"
"Masculin","Ialomita","2011","9","9.3","9"
"Masculin","Ialomita","2012","9.3","9","9.8"
"Masculin","Ialomita","2013","9","9.8","8.9"
"Masculin","Ialomita","2014","9.8","8.9","9"
"Masculin","Ialomita","2015","8.9","9","7.4"
"Masculin","Ialomita","2016","9","7.4","6.1"
"Masculin","Ialomita","2017","7.4","6.1","4.7"
"Masculin","Ialomita","2018","6.1","4.7","5"
"Masculin","Ialomita","2019","4.7","5","5.3"
"Masculin","Ialomita","2020","5","5.3","4.7"
"Masculin","Ialomita","2021","5.3","4.7","undefined"
"Masculin","Ialomita","2022","4.7","undefined","undefined"
"Masculin","Prahova","2000","12.8","9.7","9.8"
